date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2020-03-02,,,,,,,,,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,
2020-03-10,,,,,,,,,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,
2020-03-18,,,0.152431791221827,,771,2972,816,218,,,,,,,,,,,,
2020-03-19,,,0.221826809015421,,1002,4073,1180,327,438,2229,519,155,,,,,,,,
2020-03-20,,,0.256425464610518,,1297,5226,1587,450,242,1256,317,83,,,,,,,,
2020-03-21,,,0.301502570185844,,1453,5900,1811,525,298,1540,368,115,,,,,,,,
2020-03-22,,,0.345195729537367,,1674,6954,2117,632,309,1534,315,124,,,,,,,,
2020-03-23,,,0.411229735073152,,2080,8673,2567,860,448,2053,377,189,,,,,,,,
2020-03-24,,,0.494859628311586,,2503,10163,3281,1100,571,2618,743,244,,,,,,,,
2020-03-25,,,0.580268880980625,,2935,12072,4085,1388,607,3166,834,293,,,,,,,,
2020-03-26,,,0.662514827995255,,3351,13879,4947,1696,612,3097,888,318,,,,,,,,
2020-03-27,,,0.74298141557928,,3758,15701,5698,1995,608,3059,814,307,,,,,,,,
2020-03-28,,,0.837485172004745,,4236,17580,6624,2314,695,3353,969,326,,,,,,,,
2020-03-29,,,0.907868722815342,,4592,19311,7131,2606,543,2685,543,295,,,,,,,,
2020-03-30,,,0.999604586793199,,5056,20946,7923,3024,694,3108,861,423,,,,,,,,
2020-03-31,,,1.08659549228944,,5496,22672,9443,3523,767,4146,1589,526,,,,,,,,
2020-04-01,,,1.17437722419929,,5940,24543,10934,4032,771,4281,1647,516,,,,,,,,
2020-04-02,,,1.24654013444049,,6305,26131,12427,4503,728,3845,1577,524,,,,,,,,
2020-04-03,,,1.29616449189403,,6556,27302,14007,5091,640,3627,1655,606,,,,,,,,
2020-04-04,,,1.32918149466192,,6723,28003,15437,5532,502,2822,1495,448,,,,,,,,
2020-04-05,,,1.3560695927244,,6859,28747,16182,5889,390,1931,773,361,,,,,,,,
2020-04-06,,,1.37366548042705,,6948,29569,17249,6494,478,2754,1133,613,,,,,,,,
2020-04-07,,,1.38473705021748,,7004,29871,19336,7091,518,3277,2161,607,,,,,,,,
2020-04-08,,,1.38770264926849,,7019,30217,21253,7632,482,3139,2022,562,,,,,,,,
2020-04-09,,,1.37149070778964,,6937,30608,23205,8044,369,2990,2032,424,,,,,,,,
2020-04-10,,,1.35923289837881,,6875,31108,24931,8598,431,3161,1967,578,,,,,,,,
2020-04-11,,,1.33491498616054,,6752,31159,26390,8943,255,2044,1527,353,,,,,,,,
2020-04-12,,,1.32740213523132,,6714,31665,27185,9253,220,1688,825,315,,,,,,,,
2020-04-13,,,1.3226571767497,,6690,31952,27717,9588,227,1257,551,343,,,,,,,,
2020-04-14,,,1.30466587584025,,6599,32131,28804,10129,275,1965,1125,559,,,,,,,,
2020-04-15,,,1.2516805061289,,6331,31623,30952,10643,284,2415,2224,524,,,,,,,,
2020-04-16,,,1.213720838276,,6139,31172,32806,11053,270,2084,1925,435,,,,,,,,
2020-04-17,,,1.17081850533808,,5922,31061,34414,11470,242,2166,1720,428,,,,,,,,
2020-04-18,,,1.13345195729537,,5733,30515,35977,11834,206,1565,1605,368,,,,,,,,
2020-04-19,,,1.11585606959272,,5644,30486,36572,12061,137,890,622,231,,,,,,,,
2020-04-20,,,1.10399367338869,,5584,30462,37403,12505,208,1464,933,450,,,,,,,,
2020-04-21,,,1.05456702253855,,5334,29984,39175,12892,190,1885,1875,404,,,,,,,,
2020-04-22,,,1.01364175563464,,5127,29627,40651,13225,183,1619,1587,349,,,,,,,,
2020-04-23,,,0.98200869909055,,4967,29113,42082,13536,178,1410,1531,320,,,,,,,,
2020-04-24,,,0.946026097271649,,4785,28554,43486,13841,155,1346,1464,312,,,,,,,,
2020-04-25,,,0.917556346381969,,4641,28119,44587,14039,124,999,1166,207,,,,,,,,
2020-04-26,,,0.909054962435745,,4598,28114,44896,14191,79,481,318,152,,,,,,,,
2020-04-27,,,0.894820086990906,,4526,27954,45506,14486,125,964,736,300,,,,,,,,
2020-04-28,,,0.851522340846184,,4392,27607,46322,14676,153,1321,1491,328,,,,,,,,
2020-04-29,,,0.816132858837485,,4128,26736,48221,15041,110,1070,1430,251,,,,,,,,
2020-04-30,,,0.780347963621985,,3947,26192,49469,15231,121,1048,1327,207,,,,,,,,
2020-05-01,,,0.755041518386714,,3819,25809,50204,15350,73,668,862,138,,,,,,,,
2020-05-02,,,0.745353894820087,,3770,25751,50554,15468,64,453,381,120,,,,,,,,
2020-05-03,,,0.743772241992883,,3762,25739,50776,15564,80,345,245,101,,,,,,,,
2020-05-04,,,0.719454329774615,,3639,25472,51363,15807,84,689,619,245,,,,,,,,
2020-05-05,,,0.667259786476868,,3375,24701,52728,16041,111,987,1435,244,,,,,,,,
2020-05-06,,,0.611901937524713,,3095,23912,53963,16218,69,833,1298,181,,,,,,,,
2020-05-07,,,0.575523922499012,,2911,23139,55018,16367,99,728,1291,159,,,,,,,,
2020-05-08,,,0.557532621589561,,2820,22657,55773,16478,89,510,817,118,,,,,,,,
2020-05-09,,,0.54646105179913,,2764,22547,56029,16554,38,265,274,77,,,,,,,,
2020-05-10,,,0.53934361407671,,2728,22502,56208,16623,38,253,212,70,,,,,,,,
2020-05-11,,,0.527085804665876,,2666,22219,56715,16801,82,523,560,184,,,,,,,,
2020-05-12,,,0.493475682087782,,2496,21530,57776,16984,92,670,1118,194,,,,,,,,
2020-05-13,2.26,1.34,0.47153024911032,,2385,21009,58664,17082,69,543,943,105,,,901,,,901,,
2020-05-14,2.31,2.85,0.446026097271649,,2256,20401,59596,17205,52,542,970,126,,,1015,,,1916,,
2020-05-15,2.26,4.41,0.427441676551997,,2162,19801,60439,17323,64,438,892,120,,,1044,,,2960,,
2020-05-16,2.21,4.85,0.413404507710558,,2091,19372,61057,17393,46,350,652,78,,,292,,,3252,,
2020-05-17,2.21,5.06,0.404705417160933,,2047,19302,61204,17447,24,152,159,54,,,142,,,3394,,
2020-05-18,2.21,6.73,0.387109529458284,,1958,18956,61719,17570,38,375,548,123,,,1120,,,4514,,
2020-05-19,2.17,8.3,0.366548042704626,,1854,18409,62554,17695,69,506,882,140,,,1057,,,5571,,
2020-05-20,2.12,8.53,0.346777382364571,,1754,17882,63345,17793,43,432,823,102,,,1058,,,5728,,
2020-05-21,2.07,7.31,0.337682878608146,,1708,17527,63849,17851,28,271,530,58,,,194,,,4907,,
2020-05-22,1.95,6.99,0.328983788058521,,1664,17327,64200,17925,36,263,373,75,,,827,,,4690,,
2020-05-23,1.92,6.95,0.321866350336101,,1628,17122,64538,17968,30,233,361,47,,,266,,,4664,,
2020-05-24,1.92,6.96,0.319889284302096,,1618,17129,64608,18003,24,121,80,36,,,146,,,4668,,
2020-05-25,1.75,6.34,0.31079478054567,,1572,16742,65190,18093,45,342,609,93,,,709,,,4257,,
2020-05-26,1.63,5.92,0.300316330565441,,1519,16209,65870,18175,37,318,718,92,,,774,,,3974,,
2020-05-27,1.54,5.43,0.290035587188612,,1467,15627,66575,18240,32,271,736,67,,,729,,,3645,,
2020-05-28,1.51,6.1,0.275800711743772,,1395,15155,67182,18306,36,253,621,69,,,642,,,4093,,
2020-05-29,1.43,5.76,0.262554369315935,,1328,14643,67794,18367,29,255,656,63,,,597,,,3863,,
2020-05-30,1.47,5.94,0.255634638196916,,1293,14329,68259,18424,29,227,486,57,,,372,,,3984,,
2020-05-31,1.47,5.98,0.254448398576512,,1287,14271,68346,18455,18,72,93,35,,,189,,,4012,,
2020-06-01,1.5,5.18,0.251087386318703,0.826882055525381,1270,14237,68431,18486,9,89,95,31,,,171,,,3474,,
2020-06-02,1.51,5.1,0.241399762752076,0.826484495982962,1221,13978,68803,18570,33,229,402,85,,,723,,,3423,,
2020-06-03,1.49,5,0.233096085409253,0.831529632818837,1179,13465,69446,18651,26,250,668,85,,,659,,,3353,,
2020-06-04,1.5,4.97,0.224001581652827,0.840694199461471,1133,13054,69967,18695,23,195,544,46,,,622,,,3333,,
2020-06-05,1.51,4.91,0.21055753262159,0.852438961694462,1065,12650,70494,18741,19,213,548,47,,,561,,,3297,,
2020-06-06,1.47,4.8,0.20363780150257,0.865029225712785,1030,12433,70796,18772,15,143,309,35,,,296,,,3221,,
2020-06-07,1.46,4.72,0.202451561882167,0.876801676870433,1024,12415,70832,18785,4,37,39,13,,,138,,,3170,,
2020-06-08,1.41,5.3,0.196718070383551,0.886457968746391,995,12269,71052,18839,23,145,245,55,,,561,,,3560,,
2020-06-09,1.38,5.08,0.183076314748913,0.893155459689233,926,11915,71496,18892,15,169,463,53,,,574,,,3411,,
2020-06-10,1.36,4.94,0.1787267694741,0.896513271647364,904,11632,71822,18915,23,130,337,34,,,562,,,3314,,
2020-06-11,1.38,4.94,0.172993277975484,0.896590291747638,875,11420,72139,18942,26,143,322,28,,,624,,,3316,,
2020-06-12,1.42,5.02,0.168248319493871,0.893853110560006,851,11079,72562,18970,18,136,440,33,,,613,,,3368,,
2020-06-13,1.39,4.9,0.166666666666667,0.8890982705889,843,10864,72798,18994,14,68,247,24,,,217,,,3289,,
2020-06-14,1.39,4.89,0.166271253459866,0.883182926661625,841,10836,72849,19003,6,33,51,9,,,133,,,3284,,
2020-06-15,1.37,4.8,0.161724001581653,0.876935313144442,818,10707,73034,19032,12,114,198,30,,,500,,,3223,,
2020-06-16,1.38,4.8,0.156583629893238,0.871151359259636,792,10490,73325,19070,14,143,317,42,,,570,,,3219,,
2020-06-17,1.46,5.07,0.147093712930012,0.866582793154763,744,10222,73657,19098,14,116,345,30,,,748,,,3405,,
2020-06-18,1.44,5,0.143139580862001,0.863858379178661,724,10080,73877,19126,15,136,236,29,,,578,,,3359,,
2020-06-19,1.47,5.13,0.138196915776987,0.863462452685376,699,9925,74107,19140,10,116,246,14,,,699,,,3445,,
2020-06-20,1.51,5.33,0.13582443653618,0.865717407225052,687,9792,74302,19156,7,90,206,19,,,351,,,3579,,
2020-06-21,1.5,5.3,0.13582443653618,0.870779699282199,687,9778,74362,19163,5,48,60,7,,,113,,,3559,,
2020-06-22,1.52,5.45,0.133056544088573,0.878638414989707,673,9648,74602,19186,16,142,242,23,,,602,,,3661,,
2020-06-23,1.52,5.59,0.129300118623962,0.889104590137141,654,9446,74861,19212,15,117,286,26,,,660,,,3751,,
2020-06-24,1.46,5.48,0.124555160142349,0.901805032585709,630,9254,75117,19223,8,97,272,13,,,672,,,3675,,
2020-06-25,1.42,5.37,0.123171213918545,0.916280987620236,623,9096,75341,19244,15,124,239,21,,,510,,,3607,,
2020-06-26,1.34,5.2,0.119810201660735,0.932026226237584,606,8841,75639,19270,15,87,309,26,,,579,,,3487,,
2020-06-27,1.32,5.18,0.117437722419929,0.948498205163485,594,8715,75803,19285,9,55,167,15,,,338,,,3474,,
2020-06-28,1.35,5.33,0.117437722419929,0.965130388490003,594,8727,75833,19287,4,44,30,2,,,214,,,3575,,
2020-06-29,1.32,5.44,0.116844602609727,0.98137570464361,591,8643,75989,19305,15,102,161,18,,,675,,,3648,,
2020-06-30,1.29,5.54,0.113483590351918,0.996845032824234,574,8491,76264,19326,8,152,282,21,,,730,,,3718,,
2020-07-01,1.23,5.48,0.109529458283907,1.01137498546699,554,8291,76539,19344,17,106,278,19,,,633,,,3679,,
2020-07-02,1.19,5.6,0.107750098853302,1.02502471805451,545,8103,76792,19358,12,93,254,16,,,591,,,3760,,
2020-07-03,1.2,5.86,0.105377619612495,1.03805000794603,533,7946,77049,19376,12,125,267,18,,,750,,,3931,,
2020-07-04,1.19,5.88,0.102214313958086,1.05086968032199,517,7863,77160,19388,4,47,118,13,,,352,,,3945,,
2020-07-05,1.15,5.71,0.103005140371688,1.06399293416472,521,7863,77179,19390,5,21,20,2,,,103,,,3834,,
2020-07-06,1.14,5.72,0.103005140371688,1.07781372541559,521,7806,77308,19403,10,98,130,13,,,681,,,3840,,
2020-07-07,1.07,5.49,0.101028074337683,1.09244790270233,511,7550,77644,19437,21,127,337,35,,,572,,,3682,,
2020-07-08,1.07,5.6,0.0994464215104784,1.10772500889454,503,7254,77985,19469,18,83,345,34,,,709,,,3758,,
2020-07-09,1.06,5.78,0.096085409252669,1.12323306080619,486,7134,78159,19483,8,79,180,15,,,710,,,3877,,
2020-07-10,1.05,5.94,0.0931198102016607,1.13837391182253,471,7020,78377,19508,9,136,221,25,,,859,,,3986,,
2020-07-11,1.04,5.95,0.0929221035982602,1.15254860210678,470,6995,78454,19514,7,57,83,6,,,357,,,3991,,
2020-07-12,1.05,5.97,0.0935152234084618,1.16572573684791,473,6991,78486,19515,5,26,32,1,,,118,,,4005,,
2020-07-13,1.06,6.27,0.0923289837880585,1.17863143680695,467,6941,78586,19533,10,68,100,18,,,887,,,4211,,
2020-07-14,1.12,5.7,0.0919335705812574,1.19261972839066,465,6907,78670,19539,7,61,84,6,,,186,,,3825,,
2020-07-15,1.11,5.92,0.090351917754053,1.20947402336108,457,6873,78809,19559,16,133,140,20,,,860,,,3976,,
2020-07-16,1.14,6.32,0.0901542111506524,1.23098385925901,456,6754,79025,19577,23,119,218,18,,,978,,,4244,,
2020-07-17,1.12,6.48,0.0893633847370502,1.25792318389317,452,6646,79233,19591,17,119,213,14,,,965,,,4350,,
2020-07-18,1.12,6.61,0.0889679715302491,1.28978573310883,450,6614,79322,19599,6,68,90,8,,,445,,,4438,,
2020-07-19,1.12,6.72,0.088572558323448,1.32460464842905,448,6583,79384,19600,4,36,65,1,,,192,,,4513,,
2020-07-20,1.13,6.94,0.0873863187030447,1.35926417452034,442,6547,79530,19616,18,137,148,16,,,1035,,,4661,,
2020-07-21,1.14,8.31,0.085013839462238,1.39002484375249,430,6440,79723,19629,12,109,196,13,,,1100,,,5574,,
2020-07-22,1.18,8.78,0.0830367734282325,1.41324593155066,420,6324,79946,19636,17,132,225,7,,,1176,,,5890,,
2020-07-23,1.21,9.04,0.0812574139976275,1.42665115226691,411,5915,80461,19646,13,123,519,14,,,1155,,,6067,,
2020-07-24,1.27,9.51,0.0761170423092131,1.43007413585467,385,5678,80804,19656,16,126,345,13,,,1283,,,6385,,
2020-07-25,1.3,9.78,0.0727560300514037,1.42505122387271,368,5634,80915,19664,8,86,116,8,,,627,,,6567,,
2020-07-26,1.3,9.89,0.0725583234480032,1.41412803649135,367,5640,80947,19665,1,36,34,1,,,264,,,6639,,
2020-07-27,1.35,10.48,0.073942269671807,1.40028731784653,374,5614,81071,19673,25,118,127,9,,,1429,,,7033,,
2020-07-28,1.37,10.88,0.0713720838275998,1.38647806318181,361,5510,81300,19688,22,172,236,15,,,1368,,,7302,,
2020-07-29,1.38,11.33,0.0703835508105971,1.37496408657853,356,5409,81489,19703,14,118,191,15,,,1479,,,7605,,
2020-07-30,1.4,11.93,0.0705812574139976,1.36683445985529,357,5334,81656,19719,14,116,174,16,,,1555,,,8005,,
2020-07-31,1.43,12.46,0.0686041913799921,1.36218053193228,347,5257,81870,19730,16,152,216,11,,,1642,,,8364,,
2020-08-01,1.45,12.71,0.0680110715697904,1.36041131098838,344,5177,82016,19736,11,77,149,6,,,794,,,8531,,
2020-08-02,1.45,12.69,0.068208778173191,1.36050817905763,345,5188,82029,19737,3,25,13,1,,,250,,,8517,,
2020-08-03,1.52,13.58,0.0711743772241993,1.36128603103614,360,5157,82155,19759,29,142,142,22,,,2026,,,9114,,
2020-08-04,1.63,14.54,0.0719652036378015,1.36183917120266,364,5121,82307,19770,21,139,156,11,,,2015,,,9761,,
2020-08-05,1.71,15.27,0.0711743772241993,1.36184037123549,360,5107,82449,19779,15,137,144,9,,,1966,,,10248,,
2020-08-06,1.8,16.18,0.0723606168446026,1.3614649839005,366,5019,82659,19786,21,141,211,7,,,2165,,,10858,,
2020-08-07,1.9,17.17,0.0709766706207987,1.36122478569171,359,4970,82825,19798,20,136,168,12,,,2310,,,11526,,
2020-08-08,1.93,17.49,0.0723606168446026,1.36182365902419,366,4981,82881,19800,12,73,59,2,,,1009,,,11741,,
2020-08-09,1.96,17.78,0.0727560300514037,1.36403873953806,368,4992,82886,19800,4,14,5,0,,,444,,,11935,,
2020-08-10,2.09,19.02,0.0735468564650059,1.36856598908394,372,5004,83036,19814,28,180,151,14,,,2858,,,12767,,
2020-08-11,2.2,20.04,0.0725583234480032,1.37579509678337,367,4971,83226,19829,21,191,194,15,,,2698,,,13450,,
2020-08-12,2.34,21.43,0.0701858442071965,1.38580185414135,355,4850,83461,19846,17,143,241,18,,,2899,,,14383,,
2020-08-13,2.52,23.5,0.0693950177935943,1.39841307503668,351,4824,83651,19863,25,201,203,17,,,3552,,,15770,,
2020-08-14,2.68,25.84,0.0680110715697904,1.41326997046037,344,4788,83836,19881,20,173,191,19,,,3885,,,17345,,
2020-08-15,2.74,25.49,0.0697904310003954,1.4298041426053,353,4817,83880,19884,15,87,49,4,,,772,,,17108,,
2020-08-16,2.76,25.86,0.0697904310003954,1.44701440492265,353,4820,83909,19885,2,33,29,1,,,689,,,17353,,
2020-08-17,2.93,29.1,0.0713720838275998,1.46358986165686,361,4885,84053,19904,34,234,148,19,,,5038,,,19531,,
2020-08-18,3.07,32.16,0.0705812574139976,1.47811854373753,357,4783,84297,19920,28,185,255,17,,,4751,,,21584,,
2020-08-19,3.2,35.09,0.0715697904310004,1.48926050548918,362,4781,84440,19937,31,162,161,17,,,4868,,,23553,,
2020-08-20,3.27,37.46,0.0727560300514037,1.49592729798228,368,4723,84615,19949,28,149,187,12,,,5139,,,25140,,
2020-08-21,3.29,39.32,0.0725583234480032,1.49753961781767,367,4720,84802,19972,37,210,189,23,,,5132,,,26387,,
2020-08-22,3.3,41.5,0.0727560300514037,1.49404836119153,368,4685,84923,19980,10,114,139,12,,,2239,,,27854,,
2020-08-23,3.33,41.98,0.0733491498616054,1.4859759235986,371,4683,84946,19981,6,29,24,1,,,1012,,,28177,,
2020-08-24,3.43,44.88,0.0765124555160142,1.47423631284432,387,4664,85172,19996,43,233,232,15,,,6982,,,30123,,
2020-08-25,3.55,47.99,0.079280347963622,1.45992346171713,401,4578,85494,20016,49,265,334,22,,,6836,,,32207,,
2020-08-26,3.61,50.74,0.0737445630684065,1.44416374866581,373,4535,85731,20034,21,215,242,19,,,6713,,,34052,,
2020-08-27,3.69,54.17,0.0741399762752076,1.42800213229228,375,4517,85954,20046,32,225,225,15,,,7445,,,36358,,
2020-08-28,3.79,57.92,0.0753262158956109,1.41223031157175,381,4517,86147,20065,32,241,204,19,,,7645,,,38871,,
2020-08-29,3.82,59.13,0.0778964017398181,1.39738792664984,394,4512,86268,20071,28,135,127,6,,,3050,,,39682,,
2020-08-30,3.83,59.58,0.0782918149466192,1.3838209572624,396,4517,86280,20075,5,23,13,4,,,1316,,,39986,,
2020-08-31,3.96,63.33,0.0796757611704231,1.3717344031762,403,4564,86439,20104,45,254,163,29,,,9499,,,42503,,
2020-09-01,4.08,66.37,0.0826413602214314,1.36119083845926,418,4586,86682,20123,54,300,252,19,,,8877,,,44545,,
2020-09-02,4.25,69.9,0.0869909054962436,1.35198907459791,440,4614,86933,20148,57,317,258,26,,,9082,,,46914,,
2020-09-03,4.42,73.36,0.0905496243574535,1.34369810454508,458,4625,87176,20168,55,307,252,21,,,9766,,,49235,,
2020-09-04,4.57,77.02,0.0923289837880585,1.33574553431201,467,4653,87417,20186,46,292,247,19,,,10102,,,51692,,
2020-09-05,4.63,78.52,0.0941083432186635,1.32749147009815,476,4667,87549,20198,23,168,137,12,,,4055,,,52697,,
2020-09-06,4.64,78.75,0.0948991696322657,1.31828198966787,480,4697,87578,20201,8,66,29,3,,,1473,,,52854,,
2020-09-07,4.79,82.87,0.104982206405694,1.30754876943144,531,4889,87806,20226,83,448,236,25,,,12264,,,55619,,
2020-09-08,4.85,87.03,0.112297350731514,1.29508897867911,568,4942,88196,20265,86,490,402,39,,,11671,,,58413,,
2020-09-09,4.87,90.4,0.117240015816528,1.28116000835742,593,4985,88494,20295,71,386,304,30,,,11340,,,60671,,
2020-09-10,4.86,93.82,0.120205614867537,1.26636961939035,608,5077,88712,20314,54,352,229,19,,,12063,,,62968,,
2020-09-11,4.79,95.6,0.124159746935548,1.25154585828472,628,5136,89029,20354,64,447,332,40,,,11295,,,64161,,
2020-09-12,4.79,96.27,0.129497825227363,1.23764077853358,655,5176,89201,20371,51,243,180,17,,,4503,,,64609,,
2020-09-13,4.8,96.41,0.130881771451166,1.2255616896127,662,5228,89240,20377,18,98,40,6,,,1570,,,64706,,
2020-09-14,4.88,100.12,0.13938315539739,1.21569697322372,705,5479,89477,20411,104,545,247,34,,,14753,,,67195,,
2020-09-15,4.93,102.9,0.148675365757216,1.20771914222015,752,5660,89861,20447,117,642,397,37,,,13535,,,69059,,
2020-09-16,5.04,106.06,0.157374456306841,1.20070821482056,796,5800,90305,20493,100,649,450,46,,,13465,,,71184,,
2020-09-17,5.18,108.6,0.156781336496639,1.19332351581462,793,5825,90810,20543,81,599,514,50,,,13763,,,72884,,
2020-09-18,5.38,111.59,0.162119414788454,1.18405095687844,820,5800,91544,20665,100,850,754,123,,,13306,,,74895,,
2020-09-19,5.46,112.66,0.163503361012258,1.171699812176,827,5493,92289,20690,73,470,753,26,,,5223,,,75615,,
2020-09-20,5.48,113.02,0.164887307236062,1.1555652608332,834,5356,92552,20701,24,139,266,12,,,1808,,,75853,,
2020-09-21,5.68,114.36,0.180308422301305,1.13566104073386,912,5597,92978,20754,143,754,440,53,,,15656,,,76756,,
2020-09-22,5.94,115.41,0.186635033610123,1.11263097186331,944,5777,93508,20821,130,783,538,68,,,14234,,,77455,,
2020-09-23,6.11,114.73,0.196718070383551,1.08757337074535,995,5913,93952,20864,124,649,459,43,,,13008,,,76998,,
2020-09-24,6.23,113.2,0.205812574139976,1.06195414789891,1041,6012,94383,20916,124,613,456,53,,,12736,,,75971,,
2020-09-25,6.32,111.68,0.215895610913405,1.03760908167073,1092,6110,94860,20971,129,661,496,56,,,12289,,,74954,,
2020-09-26,6.34,111.06,0.218465796757612,1.01639343192266,1105,6154,95272,21010,89,503,422,41,,,4810,,,74541,,
2020-09-27,6.34,110.44,0.219849742981416,1.00011980001474,1112,6235,95395,21037,47,241,126,27,,,1391,,,74124,,
2020-09-28,6.32,107.58,0.228944246737841,0.990618348802392,1158,6397,95743,21118,137,619,356,81,,,13736,,,72204,,
2020-09-29,6.32,105.45,0.236852510873863,0.989784520230944,1198,6482,96296,21177,165,698,565,59,,,12800,,,70770,,
2020-09-30,6.44,105.96,0.243574535389482,0.999433231016949,1232,6572,96766,21240,135,650,482,64,,,13353,,,71115,,
2020-10-01,6.67,108.81,0.248912613681297,1.02059687371293,1259,6634,97240,21303,142,626,485,63,,,14651,,,73030,,
2020-10-02,7.05,114.66,0.251087386318703,1.05311905650398,1270,6740,97747,21350,120,721,527,48,,,16212,,,76953,,
2020-10-03,7.24,118.27,0.254843811783314,1.09555368847511,1289,6740,98199,21393,103,532,463,49,,,7235,,,79378,,
2020-10-04,7.28,119.16,0.263938315539739,1.14518797129895,1335,6964,98343,21425,91,418,148,32,,,1986,,,79973,,
2020-10-05,7.89,130.67,0.27856860419138,1.19820991860446,1409,7276,98649,21494,152,710,316,70,,,21460,,,87697,,
2020-10-06,8.38,140.91,0.280150257018584,1.25013717240682,1417,7377,99264,21556,168,829,636,65,,,19677,,,94574,,
2020-10-07,8.86,151.91,0.277975484381178,1.29674953652831,1406,7514,99762,21636,143,789,545,80,,,20736,,,101957,,
2020-10-08,9.26,163.7,0.280347963621985,1.33513445649549,1418,7603,100275,21712,114,711,524,77,,,22560,,,109866,,
2020-10-09,9.54,175.43,0.284499802293397,1.36392578717838,1439,7843,100797,21774,150,848,534,62,,,24088,,,117742,,
2020-10-10,9.69,181.54,0.287860814551206,1.38310777612337,1456,7976,101280,21828,110,694,495,54,,,11333,,,121840,,
2020-10-11,9.74,183.4,0.293198892843021,1.39366118312109,1483,8231,101460,21874,73,503,184,46,,,3235,,,123089,,
2020-10-12,10.13,198.7,0.304270462633452,1.39729568021286,1539,8671,101868,21969,171,976,417,96,,,31731,,,133360,,
2020-10-13,10.39,212,0.322854883353104,1.39647069564862,1633,8928,102649,22053,226,1168,802,87,,,28601,,,142283,,
2020-10-14,10.5,224.04,0.328983788058521,1.39387946102565,1664,9173,103382,22157,193,1133,755,104,,,28815,,,150362,,
2020-10-15,10.65,238.17,0.344207196520364,1.39211666463549,1741,9584,104051,22245,219,1207,687,88,,,32043,,,159845,,
2020-10-16,10.83,252.38,0.354092526690391,1.3935300031149,1791,10021,104665,22367,212,1225,637,122,,,33625,,,169382,,
